item_id,name,short_name,category,types,base_price,best_trader,trader_price,flea_level_required,flea_locked
57da93632459771cb65bf83f,KAC QDSS NT4 5.56x45 sound suppressor (Black),NT4,Silencer,"mods, suppressor",47712,Mechanic,26718,25,True
57dbb57e2459774673234890,KAC QDSS NT4 5.56x45 sound suppressor (FDE),NT4,Silencer,"mods, suppressor",45247,Mechanic,25338,25,True
5d123b70d7ad1a0ee35e0754,KAC URX 3/3.1 long panel,URX long,Auxiliary Mod,mods,1750,Mechanic,980,25,True
5d124c0ed7ad1a10d168dd9b,KAC URX 3/3.1 long panel (FDE),URX long,Auxiliary Mod,mods,1750,Mechanic,980,25,True
5d123a3cd7ad1a004e476058,KAC URX 3/3.1 short panel,URX short,Auxiliary Mod,mods,1200,Mechanic,672,25,True
5d124c01d7ad1a115c7d59fb,KAC URX 3/3.1 short panel (FDE),URX short,Auxiliary Mod,mods,1200,Mechanic,672,25,True
5d123b7dd7ad1a004f01b262,KAC URX 3/3.1 stopper panel,URX stop,Auxiliary Mod,mods,2850,Mechanic,1596,25,True
5d124c1ad7ad1a12227c53a7,KAC URX 3/3.1 stopper panel (FDE),URX stop,Auxiliary Mod,mods,2850,Mechanic,1596,25,True
644674a13d52156624001fbc,KBP 9A-91 9x39 compact assault rifle,9A-91,Assault carbine,gun,19370,Mechanic,10847,25,True
657eb19b7ba4217c5e65b689,KBP 9A-91 9x39 compact assault rifle Default,9A-91 Default,Assault carbine,preset,37878,Mechanic,21210,25,True
657eb1c4aebd1b6d254bf6d5,KBP 9A-91 9x39 compact assault rifle Tactical,9A-91 Tactical,Assault carbine,preset,80785,Mechanic,45236,25,True
645e0c6b3b381ede770e1cc9,KBP VSK-94 9x39 rifle,VSK-94,Assault carbine,gun,19370,Mechanic,10847,25,True
657eb1fa2ce80354b8259889,KBP VSK-94 9x39 rifle Default,VSK-94 Default,Assault carbine,preset,55230,Mechanic,30927,25,True
657eb23b7ba4217c5e65b692,KBP VSK-94 9x39 rifle Tactical,VSK-94 Tactical,Assault carbine,preset,44113,Mechanic,24701,25,True
5d0a3a58d7ad1a669c15ca14,KMZ 1P59 3-10x riflescope,1P59 3-10,Scope,mods,22200,Jaeger,13320,25,True
5d0b5cd3d7ad1a3fe32ad263,KMZ 1P59 scope eyecup,1P59 cup,Auxiliary Mod,mods,576,Mechanic,322,25,True
5d0a3e8cd7ad1a6f6a3d35bd,KMZ 1P69 3-10x riflescope,1P69 3-10,Scope,mods,25200,Jaeger,15120,25,True
65f05b9d39dab9e9ec049cfd,KOMZ Rusak reflex sight,Rusak,Reflex sight,mods,5480,Mechanic,3068,25,True
62ff9faffe938a24c90c10df,KP-SR2 sight shade,KP-SR2,Auxiliary Mod,mods,600,Mechanic,336,25,True
5fb6567747ce63734e3fa1dc,KRISS Defiance low profile flip-up front sight,Defiance FS,Ironsight,mods,2200,Mechanic,1232,25,True
5fb6564947ce63734e3fa1da,KRISS Defiance low profile flip-up rear sight,Defiance RS,Ironsight,mods,3200,Mechanic,1792,25,True
5f647d9f8499b57dc40ddb93,KS-23M 23x75 3-shell magazine cap,KS-23Mx3,Magazine,mods,2200,Mechanic,1232,25,True
5ac66cb05acfc40198510a10,Kalashnikov AK-101 5.56x45 assault rifle,AK-101,Assault rifle,"gun, wearable",35663,Mechanic,19971,25,True
5acf7dd986f774486e1281bf,Kalashnikov AK-101 5.56x45 assault rifle Default,AK-101 Default,Assault rifle,preset,45102,Mechanic,25253,25,True
5ac66d015acfc400180ae6e4,Kalashnikov AK-102 5.56x45 assault rifle,AK-102,Assault rifle,"gun, wearable",51648,Mechanic,28922,25,True
5acf7dfc86f774401e19c390,Kalashnikov AK-102 5.56x45 assault rifle Default,AK-102 Default,Assault rifle,preset,61049,Mechanic,34183,25,True
5ac66d2e5acfc43b321d4b53,Kalashnikov AK-103 7.62x39 assault rifle,AK-103,Assault rifle,"gun, wearable",34311,Mechanic,19214,25,True
5acf7e2b86f7740874790e20,Kalashnikov AK-103 7.62x39 assault rifle Default,AK-103 Default,Assault rifle,preset,43877,Mechanic,24567,25,True
5ac66d725acfc43b321d4b60,Kalashnikov AK-104 7.62x39 assault rifle,AK-104,Assault rifle,"gun, wearable",39912,Mechanic,22350,25,True
5acf7e4c86f774499a3f3bdd,Kalashnikov AK-104 7.62x39 assault rifle Default,AK-104 Default,Assault rifle,preset,49438,Mechanic,27681,25,True
618ab04934aa2e47480fba2b,Kalashnikov AK-104 7.62x39 assault rifle RPKT mod.1,AK-104 RPKT mod.1,Assault rifle,preset,187995,Mechanic,105275,25,True
5dd800bde492226366631317,Kalashnikov AK-104 7.62x39 assault rifle T-SAW,AK-104 T-SAW,Assault rifle,"noFlea, preset",310975,Mechanic,174141,25,True
5ac66d9b5acfc4001633997a,Kalashnikov AK-105 5.45x39 assault rifle,AK-105,Assault rifle,"gun, wearable",30862,Mechanic,17282,25,True
5acf7e7986f774401e19c3a0,Kalashnikov AK-105 5.45x39 assault rifle Default,AK-105 Default,Assault rifle,preset,40452,Mechanic,22649,25,True
707265736574000000000063,Kalashnikov AK-105 5.45x39 assault rifle HHS-1,AK-105 HHS-1,Assault rifle,preset,174821,Mechanic,97896,25,True
6499849fc93611967b034949,Kalashnikov AK-12 5.45x39 assault rifle,AK-12,Assault rifle,gun,45162,Mechanic,25290,25,True
64c1510bda0f6d156000cc17,Kalashnikov AK-12 5.45x39 assault rifle Default,AK-12 Default,Assault rifle,preset,78397,Mechanic,43898,25,True
70726573657400000000006b,Kalashnikov AK-12 5.45x39 assault rifle GP-25,AK-12 GP-25,Assault rifle,"noFlea, preset",152037,Mechanic,85136,25,True
ak12valday00000000000001,Kalashnikov AK-12 5.45x39 assault rifle PS-320,AK-12 PS-320,Assault rifle,preset,166999,Mechanic,93516,25,True
ak12sd000000000000000001,Kalashnikov AK-12 5.45x39 assault rifle Silenced,AK-12 Silenced,Assault rifle,preset,167065,Mechanic,93552,25,True
689166b6c2d6fa42e7044756,Kalashnikov AK-308 7.62x51 assault rifle,AK-308,Assault rifle,gun,52500,Mechanic,29400,25,True
68d6788b2704678f29096b85,Kalashnikov AK-308 7.62x51 assault rifle Default,AK-308 Default,Assault rifle,preset,93043,Mechanic,52101,25,True
5bf3e03b0db834001d2c4a9c,Kalashnikov AK-74 5.45x39 assault rifle,AK-74,Assault rifle,"gun, wearable",21750,Mechanic,12180,25,True
5c0c1ce886f77401c119d014,Kalashnikov AK-74 5.45x39 assault rifle Default,AK-74 Default,Assault rifle,preset,31476,Mechanic,17622,25,True
5dd7f8c524e5d7504a4e3077,Kalashnikov AK-74 5.45x39 assault rifle Plum,AK-74 Plum,Assault rifle,preset,32212,Mechanic,18035,25,True
5ac4cd105acfc40016339859,Kalashnikov AK-74M 5.45x39 assault rifle,AK-74M,Assault rifle,"gun, wearable",26181,Mechanic,14661,25,True
5acf7db286f7743a9c7092e3,Kalashnikov AK-74M 5.45x39 assault rifle Default,AK-74M Default,Assault rifle,preset,35813,Mechanic,20051,25,True
5bbf1c1c88a45017144d28c5,Kalashnikov AK-74M 5.45x39 assault rifle Zenitco,AK-74M Zenitco,Assault rifle,preset,89998,Mechanic,50394,25,True
5644bd2b4bdc2d3b4c8b4572,Kalashnikov AK-74N 5.45x39 assault rifle,AK-74N,Assault rifle,"gun, wearable",23147,Mechanic,12962,25,True
5841474424597759ba49be91,Kalashnikov AK-74N 5.45x39 assault rifle Default,AK-74N Default,Assault rifle,preset,32898,Mechanic,18418,25,True
59430b9b86f77403c27945fd,Kalashnikov AK-74N 5.45x39 assault rifle Magpul,AK-74N Magpul,Assault rifle,preset,139849,Mechanic,78308,25,True
707265736574000000000060,Kalashnikov AK-74N 5.45x39 assault rifle PS-320,AK-74N PS-320,Assault rifle,preset,281127,Mechanic,157427,25,True
59d6088586f774275f37482f,Kalashnikov AKM 7.62x39 assault rifle,AKM,Assault rifle,"gun, wearable",29513,Mechanic,16527,25,True
5ba3a078d4351e00334c96ca,Kalashnikov AKM 7.62x39 assault rifle (AKMB),AKM (AKMB),Assault rifle,preset,87069,Mechanic,48754,25,True
5ba3a3dfd4351e0032020190,Kalashnikov AKM 7.62x39 assault rifle (AKMP),AKM (AKMP),Assault rifle,preset,40452,Mechanic,22648,25,True
5a327f9086f77475187e50a9,Kalashnikov AKM 7.62x39 assault rifle 2k17 NY,AKM 2k17 NY,Assault rifle,preset,212289,Mechanic,118863,25,True
59e8d2ab86f77407f03fc9c2,Kalashnikov AKM 7.62x39 assault rifle Default,AKM Default,Assault rifle,preset,39512,Mechanic,22122,25,True
5a8ae21486f774377b73cf5d,Kalashnikov AKM 7.62x39 assault rifle T-OPS,AKM T-OPS,Assault rifle,"noFlea, preset",546166,Mechanic,305846,25,True
70726573657400000000006a,Kalashnikov AKM 7.62x39 assault rifle TA01NSN,AKM TA01NSN,Assault rifle,preset,156118,Mechanic,87423,25,True
5a0ec13bfcdbcb00165aa685,Kalashnikov AKMN 7.62x39 assault rifle,AKMN,Assault rifle,"gun, wearable",34003,Mechanic,19041,25,True
5ba3a4d1d4351e4502010622,Kalashnikov AKMN 7.62x39 assault rifle (AKMN2 6P1N2),AKMN (AKMN2 6P1N2),Assault rifle,preset,57995,Mechanic,32471,25,True
5a325c3686f7744273716c5b,Kalashnikov AKMN 7.62x39 assault rifle Default,AKMN Default,Assault rifle,preset,44213,Mechanic,24754,25,True
59ff346386f77477562ff5e2,Kalashnikov AKMS 7.62x39 assault rifle,AKMS,Assault rifle,"gun, wearable",27871,Mechanic,15607,25,True
5ba3a14cd4351e003202017f,Kalashnikov AKMS 7.62x39 assault rifle (AKMSB 6P4M),AKMS (AKMSB 6P4M),Assault rifle,preset,85972,Mechanic,48139,25,True
5ba3a449d4351e0034778243,Kalashnikov AKMS 7.62x39 assault rifle (AKMSP),AKMS (AKMSP),Assault rifle,preset,39355,Mechanic,22033,25,True
5a327f4a86f774766866140b,Kalashnikov AKMS 7.62x39 assault rifle Default,AKMS Default,Assault rifle,preset,38415,Mechanic,21507,25,True
5abcbc27d8ce8700182eceeb,Kalashnikov AKMSN 7.62x39 assault rifle,AKMSN,Assault rifle,"gun, wearable",28972,Mechanic,16224,25,True
5ba3a53dd4351e3bac12056e,Kalashnikov AKMSN 7.62x39 assault rifle (AKMSN2 6P4N2),AKMSN (AKMSN2 6P4N2),Assault rifle,preset,53508,Mechanic,29959,25,True
5ac4ab8886f7747d0f66429a,Kalashnikov AKMSN 7.62x39 assault rifle Default,AKMSN Default,Assault rifle,preset,39507,Mechanic,22120,25,True
5bf3e0490db83400196199af,Kalashnikov AKS-74 5.45x39 assault rifle,AKS-74,Assault rifle,"gun, wearable",23660,Mechanic,13249,25,True
5c0c1d2b86f77401c119d01f,Kalashnikov AKS-74 5.45x39 assault rifle Default,AKS-74 Default,Assault rifle,preset,33098,Mechanic,18530,25,True
5ab8e9fcd8ce870019439434,Kalashnikov AKS-74N 5.45x39 assault rifle,AKS-74N,Assault rifle,"gun, wearable",25490,Mechanic,14274,25,True
5ac4abf986f7747d117c67aa,Kalashnikov AKS-74N 5.45x39 assault rifle Default,AKS-74N Default,Assault rifle,preset,34928,Mechanic,19555,25,True
57dc2fa62459775949412633,Kalashnikov AKS-74U 5.45x39 assault rifle,AKS-74U,Assault rifle,"gun, wearable",13643,Mechanic,7640,25,True
584147732459775a2b6d9f12,Kalashnikov AKS-74U 5.45x39 assault rifle Default,AKS-74U Default,Assault rifle,preset,22573,Mechanic,12636,25,True
aks74uwaffle000000000001,Kalashnikov AKS-74U 5.45x39 assault rifle Waffle,AKS-74U Waffle,Assault rifle,preset,237647,Mechanic,133077,25,True
5839a40f24597726f856b511,Kalashnikov AKS-74UB 5.45x39 assault rifle,AKS-74UB,Assault rifle,"gun, wearable",21746,Mechanic,12177,25,True
584147982459775a6c55e931,Kalashnikov AKS-74UB 5.45x39 assault rifle Default,AKS-74UB Default,Assault rifle,preset,64978,Mechanic,36382,25,True
583990e32459771419544dd2,Kalashnikov AKS-74UN 5.45x39 assault rifle,AKS-74UN,Assault rifle,"gun, wearable",19345,Mechanic,10833,25,True
584147ed2459775a77263501,Kalashnikov AKS-74UN 5.45x39 assault rifle Default,AKS-74UN Default,Assault rifle,preset,28300,Mechanic,15843,25,True
70726573657400000000000a,Kalashnikov AKS-74UN 5.45x39 assault rifle EXPS3-0,AKS-74UN EXPS3-0,Assault rifle,"noFlea, preset",303833,Mechanic,170102,25,True
618aae5a4dc2d41d5c30264b,Kalashnikov AKS-74UN 5.45x39 assault rifle Recon,AKS-74UN Recon,Assault rifle,preset,70687,Mechanic,39579,25,True
5a43a85186f7746c914b947a,Kalashnikov AKS-74UN 5.45x39 assault rifle Zenit,AKS-74UN Zenit,Assault rifle,"noFlea, preset",147299,Mechanic,82456,25,True
64637076203536ad5600c990,Kalashnikov PKM 7.62x54R machine gun,PKM,Machinegun,gun,72360,Mechanic,40521,25,True
64cbdff43ccb85468628d5fc,Kalashnikov PKM 7.62x54R machine gun Default,PKM Default,Machinegun,preset,114263,Mechanic,63983,25,True
64cbe20d5aa0a53ad12f96c9,Kalashnikov PKM 7.62x54R machine gun Zenit,PKM Zenit,Machinegun,preset,177750,Mechanic,99534,25,True
64ccaa66ad8a0956023901b6,Kalashnikov PKM 7.62x54R machine gun Zenit,PKM Zenit,Machinegun,preset,176637,Mechanic,98911,25,True
64ca3d3954fc657e230529cc,Kalashnikov PKP 7.62x54R infantry machine gun,PKP,Machinegun,"gun, noFlea",80143,Mechanic,44880,25,True
64cf7b2d033b747d625b7666,Kalashnikov PKP 7.62x54R infantry machine gun Pecheneg,PKP Pecheneg,Machinegun,"noFlea, preset",143432,Mechanic,80318,25,True
64cf7b7d8b48ea38c5030f65,Kalashnikov PKP 7.62x54R infantry machine gun Zenit,PKP Zenit,Machinegun,"noFlea, preset",196257,Mechanic,109899,25,True
5f2a9575926fd9352339381f,Kel-Tec RFB 7.62x51 rifle,RFB,Marksman rifle,"gun, wearable",23300,Jaeger,13980,25,True
5f676b779ab5ec19f028eaf3,Kel-Tec RFB 7.62x51 rifle Default,RFB Default,Marksman rifle,preset,63388,Mechanic,35495,25,True
679baa2c61f588ae2b062a24,Key 01,Key 01,Mechanical Key,"keys, noFlea",1,None,0,25,True
679baa4f59b8961f370dd683,Key 02,Key 02,Mechanical Key,"keys, noFlea",1,None,0,25,True
679baa5a59b8961f370dd685,Key 03,Key 03,Mechanical Key,"keys, noFlea",1,None,0,25,True
679baa9091966fe40408f149,Key 04,Key 04,Mechanical Key,"keys, noFlea",1,None,0,25,True
67d3ed3271c17ff82e0a5b0b,Key case,Keys,Common container,container,496000,Therapist,312480,25,True
59fafd4b86f7745ca07e1232,Key tool,Key tool,Common container,"container, markedOnly",748453,Therapist,471525,25,True
619cbf9e0a7c3a1a2731940a,Keycard holder case,Keycards,Common container,"container, markedOnly",458453,Therapist,288825,25,True
5c1cdd512e22161b267d91ae,Kiba Arms Short Prism 2.5x scope,Prism 2.5x,Assault scope,mods,18730,Jaeger,11238,25,True
5addaffe86f77470b455f900,Kiba Arms inner grate door key,KIBA inner,Mechanical Key,keys,167402,Therapist,105463,25,True
5ad5d7d286f77450166e0a89,Kiba Arms outer door key,KIBA outer,Mechanical Key,keys,152021,Therapist,95773,25,True
5b46238386f7741a693bcf9c,Kiver-M face shield,Kiver FS,Armored equipment,"glasses, wearable",25070,Ragman,15543,25,True
5df8ce05b11454561e39243b,Knight's Armament Company SR-25 7.62x51 marksman rifle,SR-25,Marksman rifle,"gun, wearable",24605,Jaeger,14763,25,True
628753bba4a8431af4739d3b,Knight's Armament Company SR-25 7.62x51 marksman rifle Ba-cho,SR-25 Ba-cho,Marksman rifle,preset,311963,Mechanic,174695,25,True
5e03511086f7744ccb1fb6cf,Knight's Armament Company SR-25 7.62x51 marksman rifle Default,SR-25 Default,Marksman rifle,preset,104149,Mechanic,58321,25,True
70726573657400000000005f,Knight's Armament Company SR-25 7.62x51 marksman rifle TAC30,SR-25 TAC30,Marksman rifle,preset,232799,Mechanic,130363,25,True
707265736574000000000008,Knight's Armament Company SR-25 7.62x51 marksman rifle Vudu 1-6,SR-25 Vudu 1-6,Marksman rifle,preset,198887,Mechanic,111373,25,True
679b9716597ba2ed120c3d3f,Knossos LLC facility key,Knossos,Mechanical Key,"keys, noFlea",123304,Therapist,77681,25,True
5ac4c50d5acfc40019262e87,Kolpak-1S face shield,K-1S,Armored equipment,"glasses, wearable",4851,Ragman,3007,25,True
544909bb4bdc2d6f028b4577,L3Harris AN/PEQ-15 tactical device,AN/PEQ-15,Comb. tact. device,mods,19137,Mechanic,10716,25,True
68bedc0365e7dcf94f0cb0fc,L3Harris AN/PEQ-15 tactical device (Black),AN/PEQ-15,Comb. tact. device,mods,19137,Mechanic,10716,25,True
5c06595c0db834001a66af6c,L3Harris LA-5B/PEQ tactical device,LA-5B/PEQ,Comb. tact. device,mods,16258,Mechanic,9104,25,True
67458794e21e5d724e066976,LBT-1476A 3Day Pack (MultiCam Alpine),LBT-1476A,Backpack,"backpack, wearable",28500,Ragman,17670,25,True
618cfae774bb2d036a049e7c,LBT-1476A 3Day Pack (Woodland),LBT-1476A,Backpack,"backpack, wearable",28500,Ragman,17670,25,True
5e4abc6786f77406812bd572,LBT-2670 Slim Field Med Pack (Black),SFMP,Backpack,"backpack, wearable",20000,Ragman,12400,25,True
5e9dcf5986f7746c417435b3,LBT-8005A Day Pack backpack (MultiCam Black),Day Pack,Backpack,"backpack, wearable",22600,Ragman,14012,25,True
5d6d3be5a4b9361bc73bc763,LShZ-2DTM aventail,Aventail,Armored equipment,wearable,33200,Ragman,20584,25,True
5d6d3943a4b9360dbc46d0cc,LShZ-2DTM cover (Black),LShZ-2DTM,Armored equipment,wearable,1500,Ragman,930,25,True
5d6d3829a4b9361bc8618943,LShZ-2DTM face shield,2DTM FS,Armored equipment,"glasses, wearable",33350,Ragman,20677,25,True
679bac1d61f588ae2b062a26,Labyrinth key,Labyrinth,Mechanical Key,"keys, noFlea",123304,Therapist,77681,25,True
6165ac8c290d254f5e6b2f6c,Leapers UTG reflex sight,UTG,Reflex sight,mods,9960,Mechanic,5577,25,True
664d3de85f2355673b09aed5,Leon's hideout key,Leon,Mechanical Key,"keys, noFlea",850000,Therapist,535500,25,True
58d268fc86f774111273f8c2,Leupold DeltaPoint Reflex Sight,DP,Compact reflex sight,mods,18664,Mechanic,10451,25,True
544a3a774bdc2d3a388b4567,Leupold Mark 4 HAMR 4x24 DeltaPoint hybrid assault scope,HAMR,Assault scope,mods,28540,Jaeger,17124,25,True
5a37cb10c4a282329a73b4e7,Leupold Mark 4 LR 6.5-20x50 30mm riflescope,Mark 4 LR,Scope,mods,58580,Jaeger,35148,25,True
68caad7f933990601c07f47c,Leupold Mark 4 MR/T TS-30A2 2.5-8x36 30mm riflescope,TS-30A2,Scope,mods,62000,Jaeger,37200,25,True
676175789dcee773150c6925,Leupold Mark 5HD 5-25x56mm 35mm riflescope (FDE),Mark 5HD 5-25,Scope,mods,102529,Jaeger,61517,25,True
6740987b89d5e1ddc603f4f0,Locked case,Locked case,Other,"barter, noFlea",52000,Therapist,32760,25,True
67cad1ec19b006e9e50f44d6,Locked equipment crate (BattlePass 0),Equipment (BP 0),Other,"barter, noFlea",0,None,0,25,True
66588b514de4820934746dc6,Locked equipment crate (Common),Equipment (Common),Other,"barter, noFlea",0,None,0,25,True
6658285190486915542256c4,Locked equipment crate (Epic),Equipment (Epic),Other,"barter, noFlea",0,None,0,25,True
66571bf06a723f7f005a0619,Locked equipment crate (Rare),Equipment (Rare),Other,"barter, noFlea",0,None,0,25,True
66588ba291f6e93c4c06efef,Locked supply crate (Common),Supplies (Common),Other,"barter, noFlea",0,None,0,25,True
665828c44de4820934746ce4,Locked supply crate (Epic),Supplies (Epic),Other,"barter, noFlea",0,None,0,25,True
66572b88ac60f009f270d1dc,Locked supply crate (Rare),Supplies (Rare),Other,"barter, noFlea",0,None,0,25,True
66588bb047fbd536a674240e,Locked valuables crate (Common),Valuables (Common),Other,"barter, noFlea",0,None,0,25,True
665828f490486915542256c6,Locked valuables crate (Epic),Valuables (Epic),Other,"barter, noFlea",0,None,0,25,True
66572bb3ac60f009f270d1df,Locked valuables crate (Rare),Valuables (Rare),Other,"barter, noFlea",0,None,0,25,True
66588b6dcb48a73e674b2649,Locked weapon crate (Common),Weapons (Common),Other,"barter, noFlea",0,None,0,25,True
66582889efd94e2d665b14a2,Locked weapon crate (Epic),Weapons (Epic),Other,"barter, noFlea",0,None,0,25,True
66572b3f6a723f7f005a066c,Locked weapon crate (Rare),Weapons (Rare),Other,"barter, noFlea",0,None,0,25,True
5f5e45cc5021ce62144be7aa,LolKek 3F Transfer tourist backpack,LK 3F,Backpack,"backpack, wearable",18000,Ragman,11160,25,True
5d43021ca4b9362eab4b5e25,Lone Star TX-15 DML 5.56x45 carbine,TX-15 DML,Assault rifle,"gun, wearable",24397,Mechanic,13662,25,True
5dd8013ff4c3af18c507b10a,Lone Star TX-15 DML 5.56x45 carbine D-WARRIOR,TX-15 DML D-WARRIOR,Assault rifle,preset,241796,Mechanic,135401,25,True
5d4d617f86f77449c463d107,Lone Star TX-15 DML 5.56x45 carbine Default,TX-15 DML Default,Assault rifle,preset,196220,Mechanic,109879,25,True
60b0f7057897d47c5b04ab94,Loot Lord plushie,Loot Lord,Other,barter,83029,Therapist,52308,25,True
5b7c710788a4506dec015957,Lucky Scav Junk box,Junk,Common container,"container, markedOnly, noFlea",1215269,Therapist,765619,25,True
5addcce35acfc4001a5fc635,M14 7.62x51 30-round magazine,M14,Magazine,mods,5802,Mechanic,3249,25,True
5addccf45acfc400185c2989,M14 7.62x51 X Products X-14 50-round drum magazine,X-14 7.62,Magazine,mods,18800,Mechanic,10528,25,True
5abcbb20d8ce87001773e258,M14 SA Enlarged Military Aperture rear sight,M14 RS,Ironsight,mods,471,Mechanic,263,25,True
617aa4dd8166f034d57de9c5,M18 smoke grenade (Green),M18,Throwable weapon,grenade,3500,Prapor,1750,25,True
67c5414226265106dd06979c,M1895/MXLR Ranger Point Precision hammer spur extension,RPP spur,Auxiliary Mod,mods,820,Mechanic,459,25,True
67ff1eaf8e8db1dcb80ccad8,M1895/MXLR Ranger Point Precision hammer spur extension (Black),RPP spur,Auxiliary Mod,mods,820,Mechanic,459,25,True
67c5411f26265106dd06979a,M1895/MXLR Ranger Point Precision trigger,RPP trig.,Auxiliary Mod,mods,2760,Mechanic,1545,25,True
67ff1e209d1f778973073376,M1895/MXLR Ranger Point Precision trigger (Black),RPP trig.,Auxiliary Mod,mods,2760,Mechanic,1545,25,True
67ff1e2b3e43c3abb701c7c6,M1895/MXLR Ranger Point Precision trigger (Gold),RPP trig.,Auxiliary Mod,mods,3120,Mechanic,1747,25,True
67c5422726265106dd0697a2,M1895/MXLR XS Marlin Ghost Ring rear sight,XS MGR,Ironsight,mods,930,Mechanic,520,25,True
67c5427eac40c364490664f6,M1895/MXLR XS Marlin Ghost front sight,XS MGS,Ironsight,mods,860,Mechanic,481,25,True
5e81c4ca763d9f754677befa,M1911A1 .45 ACP 7-round magazine,1911,Magazine,mods,1100,Mechanic,616,25,True
5ef3448ab37dfd6af863525c,M1911A1 .45 ACP Mec-Gar 11-round magazine,Mec-Gar,Magazine,mods,2100,Mechanic,1176,25,True
5f3e77b26cda304dcc634057,M1911A1 .45 ACP Wilson Combat 7-round magazine,Wilson,Magazine,mods,1200,Mechanic,672,25,True
5ef32e4d1c1fd62aea6a150d,M1911A1 Caspian Arms Trik Trigger,1911 Trik,Auxiliary Mod,mods,3700,Mechanic,2072,25,True
5ef35f46382a846010715a96,M1911A1 STI HEX hammer,1911 HEX,Auxiliary Mod,mods,4000,Mechanic,2240,25,True
5ef3553c43cb350a955a7ccb,M1911A1 Wilson Extended slide stop,1911 Ext.,Auxiliary Mod,mods,1800,Mechanic,1008,25,True
5ef35d2ac64c5d0dfc0571b0,M1911A1 Wilson Retro Commander hammer,1911 RC,Auxiliary Mod,mods,1500,Mechanic,840,25,True
5ef35bc243cb350a955a7ccd,M1911A1 Wilson Ultralight skeletonized hammer,1911 ULS,Auxiliary Mod,mods,4900,Mechanic,2744,25,True
5e81ee213397a21db957f6a6,M1911A1 front sight,1911 FS,Ironsight,mods,502,Mechanic,281,25,True
5e81c550763d9f754677befd,M1911A1 hammer,1911 ham.,Auxiliary Mod,mods,350,Mechanic,196,25,True
5e81ee4dcb2b95385c177582,M1911A1 rear sight,1911 RS,Ironsight,mods,604,Mechanic,338,25,True
5e81c539cb2b95385c177553,M1911A1 slide stop,1911 SS,Auxiliary Mod,mods,300,Mechanic,168,25,True
5e81c6a2ac2bb513793cdc7f,M1911A1 trigger,1911 trig.,Auxiliary Mod,mods,450,Mechanic,252,25,True
64b9e2037fdfb81df81e3c25,M1A 7.62x51 10-round magazine,M1A,Magazine,mods,1234,Mechanic,691,25,True
5aaf8a0be5b5b00015693243,M1A 7.62x51 20-round magazine,M1A,Magazine,mods,2468,Mechanic,1382,25,True
5addba3e5acfc4001669f0ab,M1A SA National Match .062 Blade front sight,.062 Blade,Ironsight,mods,1628,Mechanic,911,25,True
5aafa49ae5b5b00015042a58,M1A SA XS Post .125 Blade front sight,.125 Blade,Ironsight,mods,1624,Mechanic,909,25,True
5f3e78a7fbf956000b716b8e,M45A1 Novak Lomount front sight,M45 Lomount,Ironsight,mods,750,Mechanic,420,25,True
5f3e7897ddc4f03b010e204a,M45A1 Novak Lomount rear sight,M45 Lomount,Ironsight,mods,800,Mechanic,448,25,True
5f3e76d86cda304dcc634054,M45A1 hammer,M45A1 ham.,Auxiliary Mod,mods,500,Mechanic,280,25,True
5f3e777688ca2d00ad199d25,M45A1 slide lock,M45A1 SL,Auxiliary Mod,mods,500,Mechanic,280,25,True
5f3e772a670e2a7b01739a52,M45A1 trigger,M45A1 trig.,Auxiliary Mod,mods,550,Mechanic,308,25,True
5e87080c81c4ed43e83cefda,M590 12ga 8-shell magazine cap,590x8,Magazine,mods,1500,Mechanic,840,25,True
5e8708d4ae379e67d22e0102,M590 Ghost Ring front sight,590 GR FS,Ironsight,mods,700,Mechanic,392,25,True
5e87114fe2db31558c75a120,M590 Ghost Ring rear sight,590 GR RS,Ironsight,mods,800,Mechanic,448,25,True
660ea4453786cc0af808a1be,M60 7.62x51 Capco 100-round Assault Box,Assault Box,Magazine,mods,16734,Mechanic,9371,25,True
660ea4ba5a58d057b009efab,M60 7.62x51 LBT 100-round Feed Tray Pouch,Feed Tray Pouch,Magazine,mods,15387,Mechanic,8616,25,True
6601265f98a610c1aa0ea637,M60 rear sight,M60 RS,Ironsight,mods,632,Mechanic,353,25,True
6601268bc752a02bbe05e686,M60E4 front sight,E4 FS,Ironsight,mods,424,Mechanic,237,25,True
660126a98f2b23af220b27e7,M60E6 front sight rail,E6 FS,Ironsight,mods,523,Mechanic,292,25,True
58d3db5386f77426186285a0,M67 hand grenade,M67,Throwable weapon,"ammo, grenade",8020,Prapor,4010,25,True
5d25a6538abbc306c62e630d,M700 7.62x51 AI AICS 10-round magazine,AICS,Magazine,mods,3900,Mechanic,2184,25,True
5d25a4a98abbc30b917421a4,M700 7.62x51 AI AICS 5-round magazine,AICS,Magazine,mods,2100,Mechanic,1176,25,True
5d25a6a48abbc306c62e6310,M700 7.62x51 MDT AICS 12-round magazine,MDT,Magazine,mods,5600,Mechanic,3136,25,True
5d25a7b88abbc3054f3e60bc,M700 7.62x51 Magpul PMAG AC 10-round magazine,PMAG AC,Magazine,mods,5000,Mechanic,2800,25,True
5ce69cbad7f00c00b61c5098,M700 7.62x51 Magpul PMAG AC 5-round magazine,PMAG AC,Magazine,mods,2800,Mechanic,1568,25,True
